study_id,source,sheet,field,run1,run2,type,key,row,fields,check,status,detail,issue,field_or_row,explanation,suggested_fix,reviewer_decision,corrected_value
kaji-2006,consensus,muscle,,,,only_in_run2,"['dxa', 'lbm', 'postmenopausal control women']","{'Modality': 'DXA', 'Metric': 'LBM', 'Unit': '%', 'Group': 'Postmenopausal control women', 'N': 122, 'Value': 61.6, 'SD': 7.2, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,muscle,,,,only_in_run2,"['dxa', 'fat', 'postmenopausal control women']","{'Modality': 'DXA', 'Metric': 'Fat', 'Unit': '%', 'Group': 'Postmenopausal control women', 'N': 122, 'Value': 35.4, 'SD': 7.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,muscle,,,,only_in_run2,"['dxa', 'trunk fat', 'postmenopausal control women']","{'Modality': 'DXA', 'Metric': 'Trunk fat', 'Unit': '%', 'Group': 'Postmenopausal control women', 'N': 122, 'Value': 45.4, 'SD': 7.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,muscle,,,,only_in_run2,"['dxa', 'lbm', 'premenopausal gc patients fracture (+)']","{'Modality': 'DXA', 'Metric': 'LBM', 'Unit': '%', 'Group': 'Premenopausal GC patients fracture (+)', 'N': None, 'Value': 60.2, 'SD': 4.5, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,muscle,,,,only_in_run2,"['dxa', 'lbm', 'postmenopausal gc patients fracture (+)']","{'Modality': 'DXA', 'Metric': 'LBM', 'Unit': '%', 'Group': 'Postmenopausal GC patients fracture (+)', 'N': None, 'Value': 66.2, 'SD': 10.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['gc-treated, fracture (-)', 'lumbar']","{'Group': 'GC-treated, fracture (-)', 'Mean_BMD': 0.844, 'SD_BMD': 0.144, 'Method_BMD': 'Lumbar', 'Notes': 'From Table 4, refers to Postmenopausal GC-treated patients without fracture (mean age 59.5±8.7 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['gc-treated, fracture (-)', 'femoral_neck']","{'Group': 'GC-treated, fracture (-)', 'Mean_BMD': 0.62, 'SD_BMD': 0.094, 'Method_BMD': 'Femoral_neck', 'Notes': 'From Table 4, refers to Postmenopausal GC-treated patients without fracture (mean age 59.5±8.7 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['gc-treated, fracture (-)', 'radial_1/3']","{'Group': 'GC-treated, fracture (-)', 'Mean_BMD': 0.551, 'SD_BMD': 0.088, 'Method_BMD': 'Radial_1/3', 'Notes': 'From Table 4, refers to Postmenopausal GC-treated patients without fracture (mean age 59.5±8.7 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['gc-treated, fracture (+)', 'lumbar']","{'Group': 'GC-treated, fracture (+)', 'Mean_BMD': 0.78, 'SD_BMD': 0.176, 'Method_BMD': 'Lumbar', 'Notes': 'From Table 4, refers to Postmenopausal GC-treated patients with fracture (mean age 63.9±9.2 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['gc-treated, fracture (+)', 'femoral_neck']","{'Group': 'GC-treated, fracture (+)', 'Mean_BMD': 0.556, 'SD_BMD': 0.116, 'Method_BMD': 'Femoral_neck', 'Notes': 'From Table 4, refers to Postmenopausal GC-treated patients with fracture (mean age 63.9±9.2 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['gc-treated, fracture (+)', 'radial_1/3']","{'Group': 'GC-treated, fracture (+)', 'Mean_BMD': 0.501, 'SD_BMD': 0.119, 'Method_BMD': 'Radial_1/3', 'Notes': 'From Table 4, refers to Postmenopausal GC-treated patients with fracture (mean age 63.9±9.2 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['control, fracture (-)', 'lumbar']","{'Group': 'Control, fracture (-)', 'Mean_BMD': 0.82, 'SD_BMD': 0.154, 'Method_BMD': 'Lumbar', 'Notes': 'From Table 4, refers to Postmenopausal control women without fracture (mean age 59.1±8.6 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['control, fracture (-)', 'femoral_neck']","{'Group': 'Control, fracture (-)', 'Mean_BMD': 0.632, 'SD_BMD': 0.106, 'Method_BMD': 'Femoral_neck', 'Notes': 'From Table 4, refers to Postmenopausal control women without fracture (mean age 59.1±8.6 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['control, fracture (-)', 'radial_1/3']","{'Group': 'Control, fracture (-)', 'Mean_BMD': 0.547, 'SD_BMD': 0.075, 'Method_BMD': 'Radial_1/3', 'Notes': 'From Table 4, refers to Postmenopausal control women without fracture (mean age 59.1±8.6 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['control, fracture (+)', 'lumbar']","{'Group': 'Control, fracture (+)', 'Mean_BMD': 0.733, 'SD_BMD': 0.131, 'Method_BMD': 'Lumbar', 'Notes': 'From Table 4, refers to Postmenopausal control women with fracture (mean age 67.3±7.8 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['control, fracture (+)', 'femoral_neck']","{'Group': 'Control, fracture (+)', 'Mean_BMD': 0.567, 'SD_BMD': 0.09, 'Method_BMD': 'Femoral_neck', 'Notes': 'From Table 4, refers to Postmenopausal control women with fracture (mean age 67.3±7.8 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['control, fracture (+)', 'radial_1/3']","{'Group': 'Control, fracture (+)', 'Mean_BMD': 0.49, 'SD_BMD': 0.076, 'Method_BMD': 'Radial_1/3', 'Notes': 'From Table 4, refers to Postmenopausal control women with fracture (mean age 67.3±7.8 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['premenopausal gc patients, vertebral fractures (-)', 'lumbar']","{'Group': 'Premenopausal GC patients, Vertebral fractures (-)', 'Mean_BMD': 0.945, 'SD_BMD': 0.133, 'Method_BMD': 'Lumbar', 'Notes': 'From Table 6, refers to Premenopausal GC patients without vertebral fractures (mean age 33.4±9.0 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['premenopausal gc patients, vertebral fractures (-)', 'femoral_neck']","{'Group': 'Premenopausal GC patients, Vertebral fractures (-)', 'Mean_BMD': 0.728, 'SD_BMD': 0.112, 'Method_BMD': 'Femoral_neck', 'Notes': 'From Table 6, refers to Premenopausal GC patients without vertebral fractures (mean age 33.4±9.0 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['premenopausal gc patients, vertebral fractures (-)', 'radial_1/3']","{'Group': 'Premenopausal GC patients, Vertebral fractures (-)', 'Mean_BMD': 0.685, 'SD_BMD': 0.064, 'Method_BMD': 'Radial_1/3', 'Notes': 'From Table 6, refers to Premenopausal GC patients without vertebral fractures (mean age 33.4±9.0 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['premenopausal gc patients, vertebral fractures (+)', 'lumbar']","{'Group': 'Premenopausal GC patients, Vertebral fractures (+)', 'Mean_BMD': 0.751, 'SD_BMD': 0.097, 'Method_BMD': 'Lumbar', 'Notes': 'From Table 6, refers to Premenopausal GC patients with vertebral fractures (mean age 42.1±8.8 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['premenopausal gc patients, vertebral fractures (+)', 'femoral_neck']","{'Group': 'Premenopausal GC patients, Vertebral fractures (+)', 'Mean_BMD': 0.57, 'SD_BMD': 0.098, 'Method_BMD': 'Femoral_neck', 'Notes': 'From Table 6, refers to Premenopausal GC patients with vertebral fractures (mean age 42.1±8.8 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run1,"['premenopausal gc patients, vertebral fractures (+)', 'radial_1/3']","{'Group': 'Premenopausal GC patients, Vertebral fractures (+)', 'Mean_BMD': 0.569, 'SD_BMD': 0.082, 'Method_BMD': 'Radial_1/3', 'Notes': 'From Table 6, refers to Premenopausal GC patients with vertebral fractures (mean age 42.1±8.8 years).'}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['gc-treated fracture (-)', 'lumbar']","{'Group': 'GC-treated fracture (-)', 'Mean_BMD': 0.844, 'SD_BMD': 0.144, 'Method_BMD': 'Lumbar', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['gc-treated fracture (+)', 'lumbar']","{'Group': 'GC-treated fracture (+)', 'Mean_BMD': 0.78, 'SD_BMD': 0.176, 'Method_BMD': 'Lumbar', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['control fracture (-)', 'lumbar']","{'Group': 'Control fracture (-)', 'Mean_BMD': 0.82, 'SD_BMD': 0.154, 'Method_BMD': 'Lumbar', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['control fracture (+)', 'lumbar']","{'Group': 'Control fracture (+)', 'Mean_BMD': 0.733, 'SD_BMD': 0.131, 'Method_BMD': 'Lumbar', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['gc-treated fracture (-)', 'femoral_neck']","{'Group': 'GC-treated fracture (-)', 'Mean_BMD': 0.62, 'SD_BMD': 0.094, 'Method_BMD': 'Femoral_neck', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['gc-treated fracture (+)', 'femoral_neck']","{'Group': 'GC-treated fracture (+)', 'Mean_BMD': 0.556, 'SD_BMD': 0.116, 'Method_BMD': 'Femoral_neck', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['control fracture (-)', 'femoral_neck']","{'Group': 'Control fracture (-)', 'Mean_BMD': 0.632, 'SD_BMD': 0.106, 'Method_BMD': 'Femoral_neck', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['control fracture (+)', 'femoral_neck']","{'Group': 'Control fracture (+)', 'Mean_BMD': 0.567, 'SD_BMD': 0.09, 'Method_BMD': 'Femoral_neck', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['gc-treated fracture (-)', 'radial_1/3']","{'Group': 'GC-treated fracture (-)', 'Mean_BMD': 0.551, 'SD_BMD': 0.088, 'Method_BMD': 'Radial_1/3', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['gc-treated fracture (+)', 'radial_1/3']","{'Group': 'GC-treated fracture (+)', 'Mean_BMD': 0.501, 'SD_BMD': 0.119, 'Method_BMD': 'Radial_1/3', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['control fracture (-)', 'radial_1/3']","{'Group': 'Control fracture (-)', 'Mean_BMD': 0.547, 'SD_BMD': 0.075, 'Method_BMD': 'Radial_1/3', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['control fracture (+)', 'radial_1/3']","{'Group': 'Control fracture (+)', 'Mean_BMD': 0.49, 'SD_BMD': 0.076, 'Method_BMD': 'Radial_1/3', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['vertebral fractures (-)', 'lumbar']","{'Group': 'Vertebral fractures (-)', 'Mean_BMD': 0.945, 'SD_BMD': 0.133, 'Method_BMD': 'Lumbar', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['vertebral fractures (+)', 'lumbar']","{'Group': 'Vertebral fractures (+)', 'Mean_BMD': 0.751, 'SD_BMD': 0.097, 'Method_BMD': 'Lumbar', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['vertebral fractures (-)', 'femoral_neck']","{'Group': 'Vertebral fractures (-)', 'Mean_BMD': 0.728, 'SD_BMD': 0.112, 'Method_BMD': 'Femoral_neck', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['vertebral fractures (+)', 'femoral_neck']","{'Group': 'Vertebral fractures (+)', 'Mean_BMD': 0.57, 'SD_BMD': 0.098, 'Method_BMD': 'Femoral_neck', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['vertebral fractures (-)', 'radial_1/3']","{'Group': 'Vertebral fractures (-)', 'Mean_BMD': 0.685, 'SD_BMD': 0.064, 'Method_BMD': 'Radial_1/3', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,bmd,,,,only_in_run2,"['vertebral fractures (+)', 'radial_1/3']","{'Group': 'Vertebral fractures (+)', 'Mean_BMD': 0.569, 'SD_BMD': 0.082, 'Method_BMD': 'Radial_1/3', 'Notes': None}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% bmc', 'age', 'correlation']","{'Outcome': '% BMC', 'Predictor': 'Age', 'Analysis': 'Correlation', 'Effect': -0.311, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '<0.05', 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% bmc', 'l2-4bmd (g/cm 2)', 'correlation']","{'Outcome': '% BMC', 'Predictor': 'L2-4BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': 0.41, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '<0.05', 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% bmc', 'fn bmd (g/cm 2)', 'correlation']","{'Outcome': '% BMC', 'Predictor': 'FN BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': 0.415, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '<0.05', 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% bmc', 'rad1/3 bmd (g/cm 2)', 'correlation']","{'Outcome': '% BMC', 'Predictor': 'Rad1/3 BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': 0.62, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '<0.05', 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% bmc', 'albumin (g/dl)', 'correlation']","{'Outcome': '% BMC', 'Predictor': 'Albumin (g/dl)', 'Analysis': 'Correlation', 'Effect': -0.102, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% bmc', 'alp (iu/i)', 'correlation']","{'Outcome': '% BMC', 'Predictor': 'ALP (IU/I)', 'Analysis': 'Correlation', 'Effect': -0.282, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '<0.05', 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% bmc', 'intact pth (pg/dl)', 'correlation']","{'Outcome': '% BMC', 'Predictor': 'intact PTH (pg/dl)', 'Analysis': 'Correlation', 'Effect': -0.181, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% bmc', 'osteocalcin (μ/l)', 'correlation']","{'Outcome': '% BMC', 'Predictor': 'Osteocalcin (μ/l)', 'Analysis': 'Correlation', 'Effect': -0.197, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% bmc', 'u-dpd (nmol/mmol cr)', 'correlation']","{'Outcome': '% BMC', 'Predictor': 'u-Dpd (nmol/mmol Cr)', 'Analysis': 'Correlation', 'Effect': -0.244, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% lbm', 'age', 'correlation']","{'Outcome': '% LBM', 'Predictor': 'Age', 'Analysis': 'Correlation', 'Effect': 0.128, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% lbm', 'l2-4bmd (g/cm 2)', 'correlation']","{'Outcome': '% LBM', 'Predictor': 'L2-4BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': -0.168, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% lbm', 'fn bmd (g/cm 2)', 'correlation']","{'Outcome': '% LBM', 'Predictor': 'FN BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': -0.315, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '<0.05', 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% lbm', 'rad1/3 bmd (g/cm 2)', 'correlation']","{'Outcome': '% LBM', 'Predictor': 'Rad1/3 BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': -0.164, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% lbm', 'albumin (g/dl)', 'correlation']","{'Outcome': '% LBM', 'Predictor': 'Albumin (g/dl)', 'Analysis': 'Correlation', 'Effect': -0.184, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% lbm', 'alp (iu/i)', 'correlation']","{'Outcome': '% LBM', 'Predictor': 'ALP (IU/I)', 'Analysis': 'Correlation', 'Effect': -0.004, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% lbm', 'intact pth (pg/dl)', 'correlation']","{'Outcome': '% LBM', 'Predictor': 'intact PTH (pg/dl)', 'Analysis': 'Correlation', 'Effect': -0.104, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% lbm', 'osteocalcin (μ/l)', 'correlation']","{'Outcome': '% LBM', 'Predictor': 'Osteocalcin (μ/l)', 'Analysis': 'Correlation', 'Effect': -0.053, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% lbm', 'u-dpd (nmol/mmol cr)', 'correlation']","{'Outcome': '% LBM', 'Predictor': 'u-Dpd (nmol/mmol Cr)', 'Analysis': 'Correlation', 'Effect': 0.04, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% fat', 'age', 'correlation']","{'Outcome': '% Fat', 'Predictor': 'Age', 'Analysis': 'Correlation', 'Effect': -0.147, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% fat', 'l2-4bmd (g/cm 2)', 'correlation']","{'Outcome': '% Fat', 'Predictor': 'L2-4BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': 0.177, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% fat', 'fn bmd (g/cm 2)', 'correlation']","{'Outcome': '% Fat', 'Predictor': 'FN BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': 0.334, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '<0.05', 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% fat', 'rad1/3 bmd (g/cm 2)', 'correlation']","{'Outcome': '% Fat', 'Predictor': 'Rad1/3 BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': 0.145, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% fat', 'albumin (g/dl)', 'correlation']","{'Outcome': '% Fat', 'Predictor': 'Albumin (g/dl)', 'Analysis': 'Correlation', 'Effect': 0.174, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% fat', 'alp (iu/i)', 'correlation']","{'Outcome': '% Fat', 'Predictor': 'ALP (IU/I)', 'Analysis': 'Correlation', 'Effect': 0.015, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% fat', 'intact pth (pg/dl)', 'correlation']","{'Outcome': '% Fat', 'Predictor': 'intact PTH (pg/dl)', 'Analysis': 'Correlation', 'Effect': 0.109, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% fat', 'osteocalcin (μ/l)', 'correlation']","{'Outcome': '% Fat', 'Predictor': 'Osteocalcin (μ/l)', 'Analysis': 'Correlation', 'Effect': -0.171, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% fat', 'u-dpd (nmol/mmol cr)', 'correlation']","{'Outcome': '% Fat', 'Predictor': 'u-Dpd (nmol/mmol Cr)', 'Analysis': 'Correlation', 'Effect': 0.076, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% trunk fat', 'age', 'correlation']","{'Outcome': '% Trunk fat', 'Predictor': 'Age', 'Analysis': 'Correlation', 'Effect': -0.074, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% trunk fat', 'l2-4bmd (g/cm 2)', 'correlation']","{'Outcome': '% Trunk fat', 'Predictor': 'L2-4BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': -0.003, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% trunk fat', 'fn bmd (g/cm 2)', 'correlation']","{'Outcome': '% Trunk fat', 'Predictor': 'FN BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': 0.163, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% trunk fat', 'rad1/3 bmd (g/cm 2)', 'correlation']","{'Outcome': '% Trunk fat', 'Predictor': 'Rad1/3 BMD (g/cm 2)', 'Analysis': 'Correlation', 'Effect': 0.02, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% trunk fat', 'albumin (g/dl)', 'correlation']","{'Outcome': '% Trunk fat', 'Predictor': 'Albumin (g/dl)', 'Analysis': 'Correlation', 'Effect': -0.353, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% trunk fat', 'alp (iu/i)', 'correlation']","{'Outcome': '% Trunk fat', 'Predictor': 'ALP (IU/I)', 'Analysis': 'Correlation', 'Effect': -0.214, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% trunk fat', 'intact pth (pg/dl)', 'correlation']","{'Outcome': '% Trunk fat', 'Predictor': 'intact PTH (pg/dl)', 'Analysis': 'Correlation', 'Effect': -0.015, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
kaji-2006,consensus,or,,,,only_in_run1,"['% trunk fat', 'osteocalcin (μ/l)', 'correlation']","{'Outcome': '% Trunk fat', 'Predictor': 'Osteocalcin (μ/l)', 'Analysis': 'Correlation', 'Effect': 0.061, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': None, 'Covariates': 'None', 'Notes': 'Correlation coefficient'}",,,,,,,,,,
